dataset_fraction,workload_name,policy_mode,seed,workers,clean_row_count,clean_reference_hash,clean_computed_hash,clean_hash_mismatch,fault_mode,corruptions_injected,corrupted_row_count,corrupted_hash,row_count_mismatch,hash_mismatch,detected,detection_channel,corrupted_trace_path
1.0,fraction_1p0,rule_gate,2,4,20000,d95129dedf0ce3453691d09ad8446eac25d9c2919928b84c48188b12f593b72f,d95129dedf0ce3453691d09ad8446eac25d9c2919928b84c48188b12f593b72f,0,drop_trace_rows_1_percent,200,19800,fbd900b101453c981fb1e8bc6ad69f7c699bda35935b792ec6f522af94b860f3,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_drop_trace_rows_1_percent_fraction_1p0_policy_rule_gate_seed_2_workers_4.csv
1.0,fraction_1p0,rule_gate,2,4,20000,d95129dedf0ce3453691d09ad8446eac25d9c2919928b84c48188b12f593b72f,d95129dedf0ce3453691d09ad8446eac25d9c2919928b84c48188b12f593b72f,0,duplicate_trace_rows_1_percent,200,20200,4f9ca648115e6681bdcf093201c5666d716a481f298c92495223f49179855850,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_duplicate_trace_rows_1_percent_fraction_1p0_policy_rule_gate_seed_2_workers_4.csv
1.0,fraction_1p0,rule_gate,3,1,20000,d95129dedf0ce3453691d09ad8446eac25d9c2919928b84c48188b12f593b72f,d95129dedf0ce3453691d09ad8446eac25d9c2919928b84c48188b12f593b72f,0,trace_action_corruption_1_percent,200,20000,958502ab45d90ea59b771a8b33d7b2a58f8efbc2bc3c2eb8f481f06b84e9f81e,0,1,1,SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_trace_action_corruption_1_percent_fraction_1p0_policy_rule_gate_seed_3_workers_1.csv
1.0,fraction_1p0,rule_gate,3,1,20000,d95129dedf0ce3453691d09ad8446eac25d9c2919928b84c48188b12f593b72f,d95129dedf0ce3453691d09ad8446eac25d9c2919928b84c48188b12f593b72f,0,drop_trace_rows_1_percent,200,19800,67c8b7e5308b0d190fbb7574be870a4c7bff2a65d4b9a9296cc1d3e092c9be7b,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_drop_trace_rows_1_percent_fraction_1p0_policy_rule_gate_seed_3_workers_1.csv
1.0,fraction_1p0,rule_gate,3,1,20000,d95129dedf0ce3453691d09ad8446eac25d9c2919928b84c48188b12f593b72f,d95129dedf0ce3453691d09ad8446eac25d9c2919928b84c48188b12f593b72f,0,duplicate_trace_rows_1_percent,200,20200,95b5ef14bd8d174229fd1c8f5880f7f2a893316bc686a28a0a953eecdab3c101,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_duplicate_trace_rows_1_percent_fraction_1p0_policy_rule_gate_seed_3_workers_1.csv
1.0,fraction_1p0,rule_gate,3,4,20000,d95129dedf0ce3453691d09ad8446eac25d9c2919928b84c48188b12f593b72f,d95129dedf0ce3453691d09ad8446eac25d9c2919928b84c48188b12f593b72f,0,trace_action_corruption_1_percent,200,20000,4d06f2c3d61752fada483ee283d12ed9d769334154fd2c46c3412d7f7e180e51,0,1,1,SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_trace_action_corruption_1_percent_fraction_1p0_policy_rule_gate_seed_3_workers_4.csv
1.0,fraction_1p0,rule_gate,3,4,20000,d95129dedf0ce3453691d09ad8446eac25d9c2919928b84c48188b12f593b72f,d95129dedf0ce3453691d09ad8446eac25d9c2919928b84c48188b12f593b72f,0,drop_trace_rows_1_percent,200,19800,9326167c89c83d3b21ed79d3f4bcc08a1054121e5e1d97f53db2af4dd6124f67,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_drop_trace_rows_1_percent_fraction_1p0_policy_rule_gate_seed_3_workers_4.csv
1.0,fraction_1p0,rule_gate,3,4,20000,d95129dedf0ce3453691d09ad8446eac25d9c2919928b84c48188b12f593b72f,d95129dedf0ce3453691d09ad8446eac25d9c2919928b84c48188b12f593b72f,0,duplicate_trace_rows_1_percent,200,20200,bbb88297d497ec0bc202dc923041911051a4e2c6e103e179a908407c4fc17225,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_duplicate_trace_rows_1_percent_fraction_1p0_policy_rule_gate_seed_3_workers_4.csv
1.0,fraction_1p0,random,1,1,20000,cc50a173241e2d6d1a36913ef2fb854381bd3a85be9bbdf02f0787b4953d8016,cc50a173241e2d6d1a36913ef2fb854381bd3a85be9bbdf02f0787b4953d8016,0,trace_action_corruption_1_percent,200,20000,4afadd3b48dd08c10282e6de14a38887b2e5b01dbf0e579218de54d3db9870c6,0,1,1,SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_trace_action_corruption_1_percent_fraction_1p0_policy_random_seed_1_workers_1.csv
1.0,fraction_1p0,random,1,1,20000,cc50a173241e2d6d1a36913ef2fb854381bd3a85be9bbdf02f0787b4953d8016,cc50a173241e2d6d1a36913ef2fb854381bd3a85be9bbdf02f0787b4953d8016,0,drop_trace_rows_1_percent,200,19800,f2d868f446fb7d9aee6f43113d3dc76f2265b07d51d9ab92c3f3db10d8204cf2,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_drop_trace_rows_1_percent_fraction_1p0_policy_random_seed_1_workers_1.csv
1.0,fraction_1p0,random,1,1,20000,cc50a173241e2d6d1a36913ef2fb854381bd3a85be9bbdf02f0787b4953d8016,cc50a173241e2d6d1a36913ef2fb854381bd3a85be9bbdf02f0787b4953d8016,0,duplicate_trace_rows_1_percent,200,20200,752a0ef77b224956f6acaf228b4727480927911157e30fcd5faf8a48c946dc29,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_duplicate_trace_rows_1_percent_fraction_1p0_policy_random_seed_1_workers_1.csv
1.0,fraction_1p0,random,1,4,20000,cc50a173241e2d6d1a36913ef2fb854381bd3a85be9bbdf02f0787b4953d8016,cc50a173241e2d6d1a36913ef2fb854381bd3a85be9bbdf02f0787b4953d8016,0,trace_action_corruption_1_percent,200,20000,58befbaf2a4e7c129fb2d78d625e071dc0ab606f8d82acaad3061ec8f869746f,0,1,1,SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_trace_action_corruption_1_percent_fraction_1p0_policy_random_seed_1_workers_4.csv
1.0,fraction_1p0,random,1,4,20000,cc50a173241e2d6d1a36913ef2fb854381bd3a85be9bbdf02f0787b4953d8016,cc50a173241e2d6d1a36913ef2fb854381bd3a85be9bbdf02f0787b4953d8016,0,drop_trace_rows_1_percent,200,19800,64060e187e5140f6de4e817ca9e09d138d53dbac57275e02456ec59d8b336c38,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_drop_trace_rows_1_percent_fraction_1p0_policy_random_seed_1_workers_4.csv
1.0,fraction_1p0,random,1,4,20000,cc50a173241e2d6d1a36913ef2fb854381bd3a85be9bbdf02f0787b4953d8016,cc50a173241e2d6d1a36913ef2fb854381bd3a85be9bbdf02f0787b4953d8016,0,duplicate_trace_rows_1_percent,200,20200,4c556e1ae2b1e5b8ae44f325b198443d7509a4971d3f5f19d7cbc4ded23f803e,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_duplicate_trace_rows_1_percent_fraction_1p0_policy_random_seed_1_workers_4.csv
1.0,fraction_1p0,random,2,1,20000,4bea5e9c61f1336099c34e8180e5f792751ee45490846ae63623724608a98da8,4bea5e9c61f1336099c34e8180e5f792751ee45490846ae63623724608a98da8,0,trace_action_corruption_1_percent,200,20000,8dd4a8d4970978f79211e0436808c749563732de69194c47123fb3873cc72532,0,1,1,SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_trace_action_corruption_1_percent_fraction_1p0_policy_random_seed_2_workers_1.csv
1.0,fraction_1p0,random,2,1,20000,4bea5e9c61f1336099c34e8180e5f792751ee45490846ae63623724608a98da8,4bea5e9c61f1336099c34e8180e5f792751ee45490846ae63623724608a98da8,0,drop_trace_rows_1_percent,200,19800,e9860a24b1ecbd701e511f981e1fd12842c4e893251628929b4a66b91c8a4197,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_drop_trace_rows_1_percent_fraction_1p0_policy_random_seed_2_workers_1.csv
1.0,fraction_1p0,random,2,1,20000,4bea5e9c61f1336099c34e8180e5f792751ee45490846ae63623724608a98da8,4bea5e9c61f1336099c34e8180e5f792751ee45490846ae63623724608a98da8,0,duplicate_trace_rows_1_percent,200,20200,4df51333079b6605e0fb14f48fa431bdc1129330771351ce253d140318bfd884,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_duplicate_trace_rows_1_percent_fraction_1p0_policy_random_seed_2_workers_1.csv
1.0,fraction_1p0,random,2,4,20000,4bea5e9c61f1336099c34e8180e5f792751ee45490846ae63623724608a98da8,4bea5e9c61f1336099c34e8180e5f792751ee45490846ae63623724608a98da8,0,trace_action_corruption_1_percent,200,20000,564ec70b91badcd1c83106909d98bd6fdea840e41f6297147da24ff64e2ef55b,0,1,1,SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_trace_action_corruption_1_percent_fraction_1p0_policy_random_seed_2_workers_4.csv
1.0,fraction_1p0,random,2,4,20000,4bea5e9c61f1336099c34e8180e5f792751ee45490846ae63623724608a98da8,4bea5e9c61f1336099c34e8180e5f792751ee45490846ae63623724608a98da8,0,drop_trace_rows_1_percent,200,19800,cb54919d8f33587d3ebc6264b6176e2553688afcd4ff6b1cab48d58a4e936c58,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_drop_trace_rows_1_percent_fraction_1p0_policy_random_seed_2_workers_4.csv
1.0,fraction_1p0,random,2,4,20000,4bea5e9c61f1336099c34e8180e5f792751ee45490846ae63623724608a98da8,4bea5e9c61f1336099c34e8180e5f792751ee45490846ae63623724608a98da8,0,duplicate_trace_rows_1_percent,200,20200,e9f5b5545a32d191940743821255346da0d76a3e555532b4e946f8b0d55197db,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_duplicate_trace_rows_1_percent_fraction_1p0_policy_random_seed_2_workers_4.csv
1.0,fraction_1p0,random,3,1,20000,9e5fb8e895abdcd28b5747de1bff79fd9e75825ffe3b8c583717274ee3025c8d,9e5fb8e895abdcd28b5747de1bff79fd9e75825ffe3b8c583717274ee3025c8d,0,trace_action_corruption_1_percent,200,20000,79148e03e3a3005a0295d2928cd856bd54d147dcebb70435ac61ea234dbdbc2e,0,1,1,SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_trace_action_corruption_1_percent_fraction_1p0_policy_random_seed_3_workers_1.csv
1.0,fraction_1p0,random,3,1,20000,9e5fb8e895abdcd28b5747de1bff79fd9e75825ffe3b8c583717274ee3025c8d,9e5fb8e895abdcd28b5747de1bff79fd9e75825ffe3b8c583717274ee3025c8d,0,drop_trace_rows_1_percent,200,19800,746b4fc2ce2105c8746bb290c82d3fa8639fe0f472eb86dc7053c69da510a26d,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_drop_trace_rows_1_percent_fraction_1p0_policy_random_seed_3_workers_1.csv
1.0,fraction_1p0,random,3,1,20000,9e5fb8e895abdcd28b5747de1bff79fd9e75825ffe3b8c583717274ee3025c8d,9e5fb8e895abdcd28b5747de1bff79fd9e75825ffe3b8c583717274ee3025c8d,0,duplicate_trace_rows_1_percent,200,20200,f2f132bde3e45e0b136b2a4eae52cc8fa8892e60511dadb27045858850ddf2a0,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_duplicate_trace_rows_1_percent_fraction_1p0_policy_random_seed_3_workers_1.csv
1.0,fraction_1p0,random,3,4,20000,9e5fb8e895abdcd28b5747de1bff79fd9e75825ffe3b8c583717274ee3025c8d,9e5fb8e895abdcd28b5747de1bff79fd9e75825ffe3b8c583717274ee3025c8d,0,trace_action_corruption_1_percent,200,20000,9bae740fb8d5efe3048201f968315c80297afa2fe9a2b1c919399f5b9479c8f2,0,1,1,SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_trace_action_corruption_1_percent_fraction_1p0_policy_random_seed_3_workers_4.csv
1.0,fraction_1p0,random,3,4,20000,9e5fb8e895abdcd28b5747de1bff79fd9e75825ffe3b8c583717274ee3025c8d,9e5fb8e895abdcd28b5747de1bff79fd9e75825ffe3b8c583717274ee3025c8d,0,drop_trace_rows_1_percent,200,19800,fe976dbea75c82b0730ecd0cf8cb48bd0cdd555bcb7d941827faaa513066bb31,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_drop_trace_rows_1_percent_fraction_1p0_policy_random_seed_3_workers_4.csv
1.0,fraction_1p0,random,3,4,20000,9e5fb8e895abdcd28b5747de1bff79fd9e75825ffe3b8c583717274ee3025c8d,9e5fb8e895abdcd28b5747de1bff79fd9e75825ffe3b8c583717274ee3025c8d,0,duplicate_trace_rows_1_percent,200,20200,0d8ca73e75a2edde4cb3829d733d6da837945be92ac6f368a6f17e517bb0b96d,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_duplicate_trace_rows_1_percent_fraction_1p0_policy_random_seed_3_workers_4.csv
1.0,fraction_1p0,never,1,1,20000,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,0,trace_action_corruption_1_percent,200,20000,f23304e4a84b0fa3a80fa4dd3b54608cfdeb75dabbd49ae43e95e01b4d653427,0,1,1,SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_trace_action_corruption_1_percent_fraction_1p0_policy_never_seed_1_workers_1.csv
1.0,fraction_1p0,never,1,1,20000,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,0,drop_trace_rows_1_percent,200,19800,15e67f7fb47b9ee2294a3d48d1324a0e962cf8f8f45482a2e05e45736625d665,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_drop_trace_rows_1_percent_fraction_1p0_policy_never_seed_1_workers_1.csv
1.0,fraction_1p0,never,1,1,20000,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,0,duplicate_trace_rows_1_percent,200,20200,7304ad7d8610a13ee7de033785a33c989d7c1579f514feccdba18e38dc8ee54a,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_duplicate_trace_rows_1_percent_fraction_1p0_policy_never_seed_1_workers_1.csv
1.0,fraction_1p0,never,1,4,20000,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,0,trace_action_corruption_1_percent,200,20000,4199c5ce0e83723c517b6f5fc41485f4dfdea929182e45c08aa48cee8ad97541,0,1,1,SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_trace_action_corruption_1_percent_fraction_1p0_policy_never_seed_1_workers_4.csv
1.0,fraction_1p0,never,1,4,20000,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,0,drop_trace_rows_1_percent,200,19800,15e67f7fb47b9ee2294a3d48d1324a0e962cf8f8f45482a2e05e45736625d665,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_drop_trace_rows_1_percent_fraction_1p0_policy_never_seed_1_workers_4.csv
1.0,fraction_1p0,never,1,4,20000,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,0,duplicate_trace_rows_1_percent,200,20200,7304ad7d8610a13ee7de033785a33c989d7c1579f514feccdba18e38dc8ee54a,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_duplicate_trace_rows_1_percent_fraction_1p0_policy_never_seed_1_workers_4.csv
1.0,fraction_1p0,never,2,1,20000,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,0,trace_action_corruption_1_percent,200,20000,385dfb7a49a6e5a8a9e18b133f07a5e723ea76ecedcdc04852676174c185c383,0,1,1,SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_trace_action_corruption_1_percent_fraction_1p0_policy_never_seed_2_workers_1.csv
1.0,fraction_1p0,never,2,1,20000,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,0,drop_trace_rows_1_percent,200,19800,15e67f7fb47b9ee2294a3d48d1324a0e962cf8f8f45482a2e05e45736625d665,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_drop_trace_rows_1_percent_fraction_1p0_policy_never_seed_2_workers_1.csv
1.0,fraction_1p0,never,2,1,20000,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,0,duplicate_trace_rows_1_percent,200,20200,7304ad7d8610a13ee7de033785a33c989d7c1579f514feccdba18e38dc8ee54a,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_duplicate_trace_rows_1_percent_fraction_1p0_policy_never_seed_2_workers_1.csv
1.0,fraction_1p0,never,2,4,20000,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,0,trace_action_corruption_1_percent,200,20000,ecac5e7e6032f0f0e76e8fe03401b276257305b9039585a488099ff989c14076,0,1,1,SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_trace_action_corruption_1_percent_fraction_1p0_policy_never_seed_2_workers_4.csv
1.0,fraction_1p0,never,2,4,20000,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,0,drop_trace_rows_1_percent,200,19800,15e67f7fb47b9ee2294a3d48d1324a0e962cf8f8f45482a2e05e45736625d665,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_drop_trace_rows_1_percent_fraction_1p0_policy_never_seed_2_workers_4.csv
1.0,fraction_1p0,never,2,4,20000,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,0,duplicate_trace_rows_1_percent,200,20200,7304ad7d8610a13ee7de033785a33c989d7c1579f514feccdba18e38dc8ee54a,1,1,1,row-count mismatch + SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_duplicate_trace_rows_1_percent_fraction_1p0_policy_never_seed_2_workers_4.csv
1.0,fraction_1p0,never,3,1,20000,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,2931f2c65ba1d289bc49be5a0aed42df7ab99837e8b63b73ee16f897bd100c4b,0,trace_action_corruption_1_percent,200,20000,e08ec2aed29cc92c2c590ebad7ca6599124826e9db9f64121a8e83ef0a54635c,0,1,1,SHA-256 action-trace mismatch,paper_outputs\secondary_metropt3\fault_trace_corruption\corrupted_traces\corrupted_trace_action_corruption_1_percent_fraction_1p0_policy_never_seed_3_workers_1.csv
